"(-0.1459, -0.1929, 0.3168, -0.1539, 0.3073)",[3.5692 0.8483 0.25  ]
"(-0.1493, -0.3261, 0.3141, -0.1536, 0.3025)",[3.6293 0.5256 0.25  ]
"(-0.1498, -0.3218, 0.3193, -0.15, -0.1415)",[ 3.5452 -0.9012  0.25  ]
"(-0.1583, -0.3185, 0.3985, -0.1529, -0.1377)",[ 3.562  -0.8208  0.25  ]
"(-0.1567, -0.3293, 0.1724, -0.16, -0.1486)",[ 3.4331 -1.2083  0.25  ]
"(-0.1594, -0.3162, 0.2504, -0.1516, -0.1354)",[ 3.4844 -1.0822  0.25  ]
"(-0.1492, 0.2817, 0.2534, -0.1482, -0.1351)",[3.6188 0.4581 0.25  ]
"(-0.1445, 0.2851, 0.3338, -0.1436, -0.1358)",[3.5663 0.6381 0.25  ]
"(-0.3269, 0.2766, 0.3257, -0.156, -0.1429)",[3.5865 0.5015 0.25  ]
"(-0.33, 0.2866, 0.3338, -0.1485, 0.068)",[3.403  1.1707 0.25  ]
"(-0.3307, 0.0653, 0.3239, -0.1541, 0.0518)",[3.5882 0.6604 0.25  ]
"(-0.3412, 0.0718, 0.3597, -0.1539, 0.0628)",[3.5819 0.6655 0.25  ]
"(-0.3391, 0.0593, -0.4088, -0.1606, 0.0497)",[ 3.4621 -0.7203  0.25  ]
"(-0.3301, 0.069, -0.3991, -0.1481, -0.041)",[ 3.4066 -0.9504  0.25  ]
"(0.3067, 0.0733, -0.3964, -0.1457, -0.0369)",[ 3.5528 -0.695   0.25  ]
"(0.3137, 0.0746, 0.1217, -0.1452, -0.0359)",[3.6691 0.2397 0.25  ]
"(-0.3254, 0.0666, 0.1161, -0.1549, -0.0432)",[ 3.669  -0.0877  0.25  ]
"(-0.3308, -0.3618, 0.1164, -0.1519, -0.0452)",[ 3.4307 -1.111   0.25  ]
"(-0.3344, -0.3639, 0.0185, -0.1555, -0.0429)",[ 3.3321 -1.2901  0.25  ]
"(-0.3301, -0.3517, 0.0249, -0.1482, 0.25)",[ 3.5762 -0.4144  0.25  ]
"(-0.3287, 0.0838, 0.0239, -0.1476, 0.2454)",[3.5891 0.6978 0.25  ]
"(-0.3246, 0.078, 0.0191, -0.2078, 0.2374)",[3.5904 0.646  0.25  ]
"(-0.3354, 0.085, 0.1218, -0.2091, 0.2455)",[3.5604 0.79   0.25  ]
"(-0.3285, 0.1833, 0.1238, -0.2075, 0.2457)",[3.485  1.0472 0.25  ]
"(-0.3375, 0.1701, -0.1977, -0.2198, 0.2304)",[3.5827 0.4444 0.25  ]
"(-0.3447, 0.1747, -0.197, -0.2197, 0.2358)",[3.5813 0.3958 0.25  ]
"(-0.3303, 0.1856, -0.1869, -0.2091, 0.4469)",[3.4197 1.1109 0.25  ]
"(-0.3285, 0.182, 0.1682, -0.2078, 0.4415)",[3.1742 1.7087 0.25  ]
"(-0.3265, 0.182, 0.1728, -0.0025, 0.4414)",[3.0379 1.931  0.25  ]
"(-0.3234, 0.1766, 0.1759, 0.0044, 0.4455)",[3.0227 1.9515 0.25  ]
"(-0.2773, 0.1679, 0.1682, -0.0009, 0.4379)",[3.0516 1.9209 0.25  ]
"(-0.1445, 0.1725, 0.1729, 0.0037, 0.4422)",[2.9936 2.0025 0.25  ]
"(-0.1398, 0.0326, 0.163, -0.0044, 0.4311)",[3.2183 1.7014 0.25  ]
"(-0.1414, -0.174, 0.1661, -0.0025, 0.4346)",[3.4582 1.2248 0.25  ]
"(-0.1412, -0.1718, 0.0613, -0.0016, 0.4384)",[3.522  1.0496 0.25  ]
"(-0.1398, -0.1715, 0.0595, 0.0, -0.4407)",[ 3.2018 -1.7334  0.25  ]
"(-0.1448, -0.1723, 0.0567, -0.3387, -0.4418)",[ 2.9057 -2.0434  0.25  ]
"(-0.1511, -0.1745, 0.0553, -0.3434, -0.4444)",[ 2.881  -2.0667  0.25  ]
"(-0.1484, 0.0855, 0.0659, -0.3362, -0.4317)",[ 3.2754 -1.5255  0.25  ]
"(-0.1489, 0.2527, 0.0635, -0.3381, -0.4348)",[ 3.446 -1.139  0.25 ]
"(-0.1502, 0.2542, 0.0623, -0.3392, 0.3252)",[3.3848 1.2904 0.25  ]
"(0.0034, 0.2511, 0.0611, -0.3387, 0.3212)",[3.3676 1.363  0.25  ]
"(0.0101, 0.2437, 0.0564, -0.3412, -0.0278)",[3.6526 0.2857 0.25  ]
"(0.0091, 0.0375, 0.057, -0.3417, -0.0244)",[ 3.6598 -0.2434  0.25  ]
"(-0.4553, 0.0372, 0.0569, -0.3437, -0.0226)",[ 3.5561 -0.4629  0.25  ]
"(-0.4664, 0.1112, 0.0603, -0.3428, -0.0169)",[ 3.574  -0.3053  0.25  ]
"(-0.4561, 0.1032, -0.0626, -0.3429, -0.0268)",[ 3.537  -0.4799  0.25  ]
"(-0.4731, 0.1278, -0.0641, -0.3475, -0.0211)",[ 3.5189 -0.4962  0.25  ]
"(-0.4592, 0.4722, -0.057, -0.3383, -0.0157)",[3.5417 0.3978 0.25  ]
"(-0.461, 0.4608, -0.066, -0.3433, -0.1909)",[ 3.563  -0.1272  0.25  ]
"(-0.4491, 0.4771, -0.0521, 0.0541, -0.1733)",[3.6067 0.3771 0.25  ]
"(-0.4538, 0.4698, -0.0588, 0.1681, -0.1808)",[3.5925 0.4688 0.25  ]
"(-0.4597, 0.464, -0.0632, 0.169, -0.4673)",[ 3.5983 -0.4213  0.25  ]
"(-0.4667, 0.466, -0.0648, -0.4018, -0.4636)",[ 3.3664 -1.0493  0.25  ]
"(-0.4611, -0.1733, -0.0639, -0.4023, -0.4656)",[ 2.4827 -2.2916  0.25  ]
"(-0.3031, -0.1633, -0.0522, -0.3908, -0.4541)",[ 2.6003 -2.2503  0.25  ]
"(-0.3036, -0.0188, -0.0571, -0.3993, -0.4558)",[ 2.8109 -2.0528  0.25  ]
"(0.086, -0.0143, -0.0538, -0.3929, -0.4547)",[ 3.0184 -1.9076  0.25  ]
"(0.3837, -0.0183, -0.0581, -0.3974, -0.4584)",[ 3.0857 -1.8255  0.25  ]
"(0.3946, -0.0176, -0.0567, 0.0189, -0.4582)",[ 3.3456 -1.4247  0.25  ]
"(0.3897, -0.0173, -0.0589, 0.0201, 0.4729)",[3.3073 1.5014 0.25  ]
"(0.3806, -0.0267, -0.0676, -0.4329, 0.4638)",[3.4782 1.0021 0.25  ]
"(0.3901, -0.0248, -0.0627, -0.4309, 0.074)",[ 3.6289 -0.2253  0.25  ]
"(0.3883, -0.0213, -0.1492, -0.4322, 0.0791)",[ 3.5968 -0.3664  0.25  ]
"(0.3902, -0.0237, -0.1519, -0.4305, -0.3946)",[ 3.0737 -1.7912  0.25  ]
"(0.397, -0.0116, 0.3059, -0.4214, -0.3821)",[ 3.4839 -1.0439  0.25  ]
"(0.3898, -0.018, 0.3007, -0.4299, 0.0818)",[3.6279 0.4212 0.25  ]
"(0.3899, -0.0185, 0.3004, -0.4302, 0.1512)",[3.5905 0.6468 0.25  ]
"(0.3939, -0.018, 0.3028, -0.112, 0.1515)",[3.474  1.0186 0.25  ]
"(0.3906, -0.0246, 0.2979, -0.1103, -0.1355)",[3.6337 0.1484 0.25  ]
"(0.4009, -0.0119, 0.309, 0.3744, -0.1224)",[3.3904 0.6654 0.25  ]
"(0.3905, -0.025, 0.2977, 0.3696, -0.4558)",[ 3.4513 -0.3288  0.25  ]
"(0.3817, -0.0248, 0.2938, 0.0084, -0.4539)",[ 3.5163 -0.783   0.25  ]
"(0.2761, -0.0201, 0.3, 0.0097, -0.4502)",[ 3.5302 -0.8093  0.25  ]
"(-0.4553, -0.022, 0.2977, 0.0072, -0.4519)",[ 3.4448 -1.1576  0.25  ]
"(-0.4593, -0.0221, 0.2977, 0.0072, -0.4519)",[ 3.442  -1.1635  0.25  ]
"(-0.4669, -0.0229, 0.2948, 0.003, -0.4212)",[ 3.461  -1.1123  0.25  ]
"(0.4354, -0.0165, 0.3039, 0.0146, -0.4167)",[ 3.5384 -0.6181  0.25  ]
"(0.3752, -0.0228, 0.2973, 0.0077, -0.4229)",[ 3.5408 -0.6837  0.25  ]
"(0.3709, -0.0233, 0.2966, -0.0006, -0.423)",[ 3.5394 -0.7058  0.25  ]
"(0.3676, -0.023, 0.2965, -0.1574, -0.4225)",[ 3.5281 -0.8746  0.25  ]
"(0.3789, -0.0138, 0.3071, 0.2838, -0.4143)",[ 3.4963 -0.3319  0.25  ]
"(0.3836, -0.0674, 0.3041, 0.2876, -0.4195)",[ 3.4858 -0.4133  0.25  ]
"(0.3653, -0.0758, -0.1232, 0.2741, -0.4253)",[ 3.3832 -1.2561  0.25  ]
"(0.3607, -0.0763, -0.1276, 0.2367, -0.4251)",[ 3.3568 -1.3405  0.25  ]
"(0.3723, 0.2671, -0.1132, 0.2444, -0.4106)",[ 3.577  -0.4627  0.25  ]
"(0.3697, 0.2622, -0.1192, 0.24, 0.372)",[2.9857 1.9083 0.25  ]
"(-0.3164, 0.2563, -0.1241, 0.2349, 0.3666)",[3.2155 1.675  0.25  ]
"(-0.4249, 0.2579, -0.1221, 0.238, 0.3679)",[3.2221 1.6473 0.25  ]
"(-0.124, 0.2628, -0.1171, 0.2433, 0.3727)",[3.1393 1.7964 0.25  ]
"(0.0039, 0.262, -0.1179, 0.2424, 0.3719)",[3.1054 1.8354 0.25  ]
"(0.0108, 0.5029, -0.116, 0.2424, 0.3757)",[2.6857 2.267  0.25  ]
"(0.0176, 0.5015, -0.1164, 0.3791, 0.3705)",[2.534  2.3539 0.25  ]
"(0.3955, 0.5023, -0.1175, 0.3831, 0.3721)",[2.3414 2.4046 0.25  ]
"(0.4004, 0.4956, -0.1221, 0.3796, 0.0649)",[2.9644 1.7212 0.25  ]
"(0.3846, 0.4923, -0.1302, 0.3668, 0.0841)",[3.011  1.6852 0.25  ]
"(0.391, 0.4944, -0.1268, -0.412, 0.085)",[3.4586 1.0067 0.25  ]
"(0.3521, 0.4961, -0.1252, -0.4167, 0.087)",[3.473  0.9641 0.25  ]
"(0.3546, 0.5026, -0.1166, 0.2296, 0.0921)",[3.0959 1.6491 0.25  ]
"(-0.4446, 0.4963, -0.1241, 0.2251, 0.0866)",[3.3386 1.3298 0.25  ]
"(-0.4458, 0.5058, 0.1332, 0.2359, 0.0953)",[3.0485 1.738  0.25  ]
"(-0.4522, -0.2165, 0.1232, 0.2258, 0.0805)",[3.667  0.0433 0.25  ]
"(-0.4552, -0.2139, -0.0216, 0.2245, 0.0867)",[ 3.6568 -0.2214  0.25  ]
"(-0.4559, -0.2133, -0.0243, -0.2901, 0.0873)",[ 3.4473 -0.797   0.25  ]
"(-0.4485, -0.2137, -0.022, -0.2901, -0.0145)",[ 3.3595 -1.0833  0.25  ]
"(-0.4503, -0.2038, -0.0168, -0.2891, 0.3676)",[3.5495 0.0518 0.25  ]
"(-0.4493, -0.2147, -0.022, -0.2901, 0.0546)",[ 3.4326 -0.8529  0.25  ]
"(-0.4499, -0.2161, -0.0234, -0.2911, -0.2376)",[ 3.0429 -1.716   0.25  ]
"(-0.4496, -0.211, -0.0202, -0.2897, -0.3497)",[ 2.8429 -1.9933  0.25  ]
"(-0.4427, -0.2005, 0.3174, -0.2807, -0.3408)",[ 3.2334 -1.5313  0.25  ]
"(-0.4492, 0.032, 0.3127, -0.2885, -0.3461)",[ 3.4623 -1.0195  0.25  ]
"(0.0465, 0.0322, 0.3125, -0.2869, -0.348)",[ 3.5783 -0.7901  0.25  ]
"(0.0545, 0.0321, 0.313, -0.0211, -0.3483)",[ 3.622  -0.4924  0.25  ]
"(-0.0858, 0.0252, 0.3045, -0.0263, -0.3543)",[ 3.6148 -0.5955  0.25  ]
"(-0.0944, 0.0246, -0.1431, -0.0255, -0.355)",[ 3.387  -1.3811  0.25  ]
"(-0.0904, -0.1601, -0.1416, -0.0208, -0.3524)",[ 3.147  -1.7784  0.25  ]
"(-0.0995, -0.0693, -0.1394, -0.0232, -0.3465)",[ 3.2398 -1.6397  0.25  ]
"(-0.0951, -0.0778, -0.3948, -0.0289, -0.3567)",[ 2.9477 -1.9625  0.25  ]
"(-0.0029, -0.0608, -0.3809, -0.0119, -0.3411)",[ 3.023  -1.8834  0.25  ]
"(0.0384, -0.0669, -0.3854, -0.013, -0.3479)",[ 3.0324 -1.8769  0.25  ]
"(0.0398, -0.064, -0.3868, -0.019, 0.1274)",[ 3.5839 -0.5221  0.25  ]
"(0.0399, -0.0655, -0.3876, -0.0192, 0.4356)",[3.5903 0.4804 0.25  ]
"(0.0424, -0.067, 0.1611, -0.0169, 0.4327)",[3.3457 1.4795 0.25  ]
"(0.0567, -0.0646, 0.1654, -0.0145, 0.4352)",[3.3211 1.5241 0.25  ]
"(0.0604, -0.0736, 0.1584, -0.0202, -0.124)",[ 3.6844 -0.2509  0.25  ]
"(0.0527, 0.0251, 0.1643, -0.0196, -0.1131)",[ 3.6903 -0.0596  0.25  ]
"(0.0621, 0.0122, 0.153, -0.1209, -0.128)",[ 3.6894 -0.178   0.25  ]
"(0.0597, -0.3993, 0.1584, -0.1207, -0.1223)",[ 3.4442 -1.1911  0.25  ]
"(0.0581, -0.4025, -0.0794, -0.1227, -0.122)",[ 3.2061 -1.5935  0.25  ]
"(0.0626, -0.0421, -0.0724, -0.1151, -0.1097)",[ 3.5973 -0.7667  0.25  ]
"(0.0756, -0.0897, -0.0769, -0.1121, -0.1213)",[ 3.585  -0.8157  0.25  ]
"(0.0589, -0.3535, -0.0843, -0.1225, -0.1261)",[ 3.2766 -1.489   0.25  ]
"(0.0664, -0.3414, 0.3151, -0.1115, -0.112)",[ 3.5756 -0.8055  0.25  ]
"(-0.0196, -0.3596, 0.3005, -0.1285, -0.1294)",[ 3.5432 -0.9207  0.25  ]
"(-0.0198, -0.3542, 0.3079, -0.1205, -0.3552)",[ 3.2841 -1.5557  0.25  ]
"(-0.2142, -0.3525, 0.3076, -0.1223, -0.3526)",[ 3.2217 -1.6473  0.25  ]
"(-0.2207, -0.3547, 0.3136, -0.1249, -0.3547)",[ 3.2121 -1.661   0.25  ]
"(0.1659, -0.3464, 0.3239, -0.1154, -0.3466)",[ 3.3376 -1.4389  0.25  ]
"(0.1747, -0.3476, 0.3235, 0.4778, -0.3482)",[ 3.4228 -0.7735  0.25  ]
"(0.1698, -0.3463, 0.3219, 0.4804, 0.3245)",[3.2456 1.2746 0.25  ]
"(0.1657, -0.3562, -0.0219, 0.4737, 0.3145)",[3.5179 0.7274 0.25  ]
"(0.0445, -0.3503, -0.0211, 0.4768, 0.3201)",[3.5538 0.6606 0.25  ]
"(0.04, -0.3556, -0.023, 0.4788, 0.1331)",[3.62  0.097 0.25 ]
"(0.0354, -0.3523, -0.0234, -0.0174, 0.1384)",[ 3.6276 -0.4879  0.25  ]
"(-0.3058, -0.3521, -0.0223, -0.0227, 0.138)",[ 3.5636 -0.6565  0.25  ]
"(-0.3155, -0.2576, -0.0179, -0.0211, 0.1445)",[ 3.6158 -0.4445  0.25  ]
"(-0.1366, -0.2595, -0.0195, -0.0188, 0.1405)",[ 3.6533 -0.3402  0.25  ]
"(-0.134, -0.2595, 0.0578, -0.021, 0.1407)",[ 3.6721 -0.2242  0.25  ]
"(-0.1299, -0.2674, 0.0558, -0.0215, -0.4991)",[ 2.9278 -2.0968  0.25  ]
"(-0.1266, 0.4396, 0.069, -0.0141, -0.478)",[ 3.6155 -0.4367  0.25  ]
"(-0.4164, 0.4273, 0.0564, -0.0257, -0.4922)",[ 3.5694 -0.6319  0.25  ]
"(-0.4201, 0.4357, 0.0633, -0.0188, 0.317)",[3.033  1.8734 0.25  ]
"(-0.4227, -0.508, 0.0523, -0.0249, 0.2995)",[ 3.5644 -0.3965  0.25  ]
"(-0.4267, -0.503, 0.0557, -0.479, 0.3077)",[ 3.2906 -0.83    0.25  ]
"(-0.4175, 0.3471, 0.067, -0.4755, 0.3197)",[3.3234 1.1903 0.25  ]
"(0.3773, 0.3438, 0.0642, -0.4748, 0.3134)",[3.2318 1.5661 0.25  ]
"(0.384, 0.3453, 0.3231, -0.4744, 0.3148)",[2.9582 1.9306 0.25  ]
"(-0.4481, 0.3356, 0.3151, -0.4858, 0.3059)",[3.1542 1.5493 0.25  ]
"(0.3943, 0.343, 0.3233, -0.476, 0.3128)",[2.9443 1.9447 0.25  ]
"(0.3978, -0.0962, 0.3138, -0.4839, 0.3014)",[3.5013 0.9734 0.25  ]
"(-0.4044, -0.0933, 0.3164, -0.4846, 0.307)",[3.5267 0.5885 0.25  ]
"(-0.0446, -0.0865, 0.3237, -0.4757, 0.3133)",[3.5438 0.8062 0.25  ]
"(-0.0364, -0.0932, 0.3182, -0.4799, 0.2171)",[3.603  0.5276 0.25  ]
"(-0.0406, -0.2114, 0.3171, -0.4816, 0.2157)",[3.6292 0.2083 0.25  ]
"(-0.0526, -0.1947, 0.3135, -0.4891, 0.2165)",[3.6267 0.1624 0.25  ]
"(-0.04, -0.1849, 0.3229, -0.4787, 0.3362)",[3.5827 0.5954 0.25  ]
"(-0.0313, -0.1928, 0.2405, -0.4777, 0.3264)",[3.5971 0.4895 0.25  ]
"(-0.0362, 0.1106, 0.2496, -0.4732, 0.3427)",[3.4139 1.2068 0.25  ]
"(-0.0438, -0.4705, 0.2304, -0.4864, 0.3172)",[ 3.5591 -0.27    0.25  ]
"(-0.0448, -0.4641, 0.0682, -0.4844, 0.3259)",[ 3.4755 -0.5308  0.25  ]
"(-0.1828, -0.4599, 0.07, -0.4807, 0.33)",[ 3.4356 -0.586   0.25  ]
"(-0.1897, -0.4628, 0.0689, -0.48, -0.4428)",[ 2.1832 -2.5296  0.25  ]
"(-0.1793, -0.4531, 0.0779, 0.2043, -0.4336)",[ 2.8716 -2.125   0.25  ]
"(-0.1903, -0.4567, 0.0716, 0.2003, -0.0161)",[ 3.5057 -0.9758  0.25  ]
"(-0.1895, -0.4668, 0.0664, 0.199, -0.2984)",[ 3.1401 -1.7598  0.25  ]
"(0.0562, -0.4564, 0.0747, 0.207, -0.287)",[ 3.2211 -1.6238  0.25  ]
"(0.1661, -0.4569, 0.0731, 0.203, -0.287)",[ 3.2263 -1.5973  0.25  ]
"(-0.2547, -0.4638, 0.0658, 0.1951, -0.2936)",[ 3.1034 -1.8086  0.25  ]
"(-0.2586, -0.026, 0.0748, 0.2028, -0.283)",[ 3.5902 -0.7939  0.25  ]
"(-0.2662, -0.0379, -0.4436, 0.1918, -0.297)",[ 3.1772 -1.6516  0.25  ]
"(-0.268, -0.0349, -0.446, -0.4324, -0.2942)",[ 2.555  -2.0623  0.25  ]
"(-0.2619, 0.1058, -0.4336, -0.426, -0.2821)",[ 2.7991 -1.8363  0.25  ]
"(-0.0964, 0.0992, -0.4407, -0.4297, -0.2908)",[ 2.8701 -1.8156  0.25  ]
"(-0.0902, 0.1052, -0.4373, -0.4292, 0.3764)",[3.4636 0.0923 0.25  ]
"(-0.0869, 0.1026, -0.4372, -0.2328, 0.3724)",[3.5396 0.3114 0.25  ]
"(-0.0867, 0.1021, -0.4372, -0.043, 0.3716)",[3.5733 0.5379 0.25  ]
"(-0.0864, 0.1021, -0.4373, 0.2398, 0.3718)",[3.5441 0.8739 0.25  ]
"(-0.0876, 0.1033, -0.1603, 0.2435, 0.3728)",[3.3965 1.3629 0.25  ]
"(-0.0846, 0.1062, -0.146, 0.2461, 0.3759)",[3.3699 1.4183 0.25  ]
"(-0.0871, 0.1038, 0.1414, 0.2438, 0.3733)",[3.0805 1.8439 0.25  ]
"(-0.0996, 0.0937, 0.1327, -0.4935, 0.3642)",[3.454  1.0489 0.25  ]
"(-0.0889, -0.0015, 0.1387, -0.4894, 0.3668)",[3.5124 0.8512 0.25  ]
"(-0.0837, 0.0083, 0.4758, -0.4818, 0.3779)",[3.3021 1.4278 0.25  ]
"(-0.3649, -0.0025, 0.4667, -0.4952, 0.3678)",[3.341  1.2475 0.25  ]
"(-0.3653, 0.0025, 0.4735, 0.4586, 0.3719)",[2.6648 2.1096 0.25  ]
"(-0.3717, 0.003, 0.4736, 0.4644, 0.3726)",[2.6346 2.1302 0.25  ]
"(-0.3843, -0.0052, -0.1234, 0.4547, 0.3652)",[3.3978 1.2895 0.25  ]
"(-0.3782, -0.0026, -0.1206, 0.4612, 0.2764)",[3.4919 1.0401 0.25  ]
"(-0.1534, 0.0024, -0.1169, 0.4645, 0.2821)",[3.4474 1.1526 0.25  ]
"(-0.1504, -0.0016, -0.1217, 0.3917, 0.2784)",[3.4946 1.0659 0.25  ]
"(-0.1436, 0.0083, 0.1168, 0.3988, 0.2878)",[3.2826 1.4689 0.25  ]
"(-0.1404, 0.0013, 0.1126, 0.3949, 0.2805)",[3.275 1.478 0.25 ]
"(-0.1513, -0.1744, 0.1054, 0.387, 0.2737)",[3.4814 1.0375 0.25  ]
"(0.3176, -0.1646, 0.1157, 0.3964, 0.2851)",[3.3173 1.2485 0.25  ]
"(0.3134, -0.1739, 0.1052, -0.111, 0.2766)",[3.6077 0.6863 0.25  ]
"(0.3138, -0.1669, 0.181, -0.1106, 0.2836)",[3.5775 0.8049 0.25  ]
"(0.0536, -0.172, 0.1773, -0.1142, 0.2783)",[3.6218 0.6843 0.25  ]
"(0.2839, -0.1683, 0.1819, -0.1076, 0.2816)",[3.576  0.8212 0.25  ]
"(-0.3259, -0.1731, 0.1767, -0.114, 0.2771)",[3.6298 0.5067 0.25  ]
"(-0.3311, -0.1724, 0.1774, -0.2289, 0.2777)",[3.625  0.3896 0.25  ]
"(-0.086, -0.1684, 0.182, -0.2269, 0.2814)",[3.638 0.517 0.25 ]
"(-0.0774, 0.2373, 0.1867, -0.2255, 0.289)",[3.3049 1.5037 0.25  ]
"(-0.0883, 0.22, 0.1688, -0.3964, 0.2711)",[3.406  1.2453 0.25  ]
"(0.2854, 0.2338, 0.1839, -0.3855, 0.2836)",[3.2983 1.4862 0.25  ]
"(0.29, 0.2242, 0.0479, -0.394, 0.2745)",[3.4166 1.2429 0.25  ]
"(0.3897, 0.2382, 0.0584, -0.3817, 0.2878)",[3.3682 1.341  0.25  ]
"(0.3857, 0.2241, -0.2821, -0.396, 0.2747)",[3.5423 0.6942 0.25  ]
"(0.4009, 0.2366, -0.2724, -0.0161, 0.2862)",[3.4543 1.1443 0.25  ]
"(0.3944, 0.2327, -0.2766, 0.3498, 0.2823)",[3.2413 1.486  0.25  ]
"(0.3932, 0.231, -0.2515, 0.3515, 0.2803)",[3.2188 1.5198 0.25  ]
"(0.1357, 0.2282, -0.2521, 0.3471, 0.2783)",[3.3152 1.4374 0.25  ]
"(0.1273, -0.4475, -0.2569, 0.3454, 0.2708)",[ 3.6007 -0.2392  0.25  ]
"(0.2396, -0.4311, -0.2406, 0.3597, 0.2882)",[ 3.6018 -0.0944  0.25  ]
"(0.2328, -0.4447, -0.2555, 0.0287, 0.2757)",[ 3.5446 -0.5481  0.25  ]
"(0.2371, -0.4405, -0.251, -0.0974, 0.2796)",[ 3.5006 -0.6625  0.25  ]
"(0.2485, -0.4342, -0.2432, 0.3624, 0.2852)",[ 3.598  -0.1246  0.25  ]
"(0.3749, -0.4393, -0.2495, 0.3606, 0.2807)",[ 3.5789 -0.0894  0.25  ]
"(0.2333, -0.4432, -0.2537, 0.3555, 0.2772)",[ 3.5935 -0.1811  0.25  ]
"(0.2351, -0.4337, 0.144, 0.3663, 0.2858)",[3.5463 0.5729 0.25  ]
"(0.1106, -0.4474, 0.1318, 0.351, 0.2732)",[3.5892 0.4458 0.25  ]
"(0.3356, -0.4381, 0.1422, 0.363, 0.2817)",[3.5166 0.6129 0.25  ]
"(0.3402, -0.4457, 0.1368, 0.359, -0.197)",[ 3.4502 -0.8858  0.25  ]
"(0.3352, -0.4508, 0.1304, 0.3527, -0.201)",[ 3.4316 -0.9551  0.25  ]
"(0.3396, -0.4342, 0.1429, 0.3607, 0.407)",[3.4281 0.9594 0.25  ]
"(0.3407, 0.1216, 0.1428, 0.3615, 0.4041)",[2.7024 2.1212 0.25  ]
"(0.3342, 0.1112, -0.0669, 0.3505, 0.392)",[2.9925 1.8688 0.25  ]
"(0.1265, 0.1183, -0.0614, 0.3587, 0.3983)",[3.0608 1.8415 0.25  ]
"(0.1193, -0.0361, -0.066, 0.3559, 0.3923)",[3.2799 1.5105 0.25  ]
"(0.2077, -0.022, -0.0521, 0.3672, 0.4078)",[3.2158 1.5943 0.25  ]
"(0.2136, -0.0254, 0.2427, 0.3646, 0.4042)",[2.8644 1.9679 0.25  ]
"(0.201, -0.0358, 0.2322, 0.1373, 0.3954)",[3.099  1.7831 0.25  ]
"(0.208, -0.0875, 0.2409, 0.1412, 0.3999)",[3.1509 1.7097 0.25  ]
"(0.2102, -0.0942, 0.2378, 0.1394, 0.1048)",[3.5322 0.8216 0.25  ]
"(0.2081, -0.0924, -0.2396, 0.1374, 0.108)",[ 3.6737 -0.0544  0.25  ]
"(0.2062, -0.0921, -0.2428, -0.4495, 0.1083)",[ 3.4736 -0.7214  0.25  ]
"(0.2054, -0.0911, -0.2416, -0.4518, 0.0993)",[ 3.4644 -0.7463  0.25  ]
"(0.2125, -0.0842, -0.0475, -0.4439, 0.1048)",[ 3.5923 -0.416   0.25  ]
"(-0.4863, -0.0936, -0.054, -0.455, 0.0966)",[ 3.3943 -0.7122  0.25  ]
"(0.4451, -0.0871, -0.0468, -0.4461, 0.1027)",[ 3.6133 -0.2885  0.25  ]
"(0.4497, -0.0867, -0.0486, -0.4498, 0.4236)",[3.547  0.7023 0.25  ]
"(0.4549, -0.0874, -0.0464, 0.4187, 0.4221)",[3.1285 1.6037 0.25  ]
"(0.4501, -0.0972, -0.0541, 0.4185, 0.0612)",[3.5127 0.5567 0.25  ]
"(0.445, -0.0913, -0.052, 0.2316, 0.0687)",[3.6001 0.3798 0.25  ]
"(0.4482, -0.0923, -0.4604, 0.2275, 0.068)",[ 3.5862 -0.3754  0.25  ]
"(0.4496, -0.0845, -0.4574, 0.2306, 0.3068)",[3.5882 0.3499 0.25  ]
"(0.438, -0.0976, -0.4688, -0.4852, 0.293)",[ 3.416  -0.4657  0.25  ]
"(0.4502, -0.0938, -0.4617, -0.4803, -0.3647)",[ 2.5354 -2.1936  0.25  ]
"(0.4489, -0.0933, -0.4615, -0.4806, -0.4141)",[ 2.4174 -2.302   0.25  ]
"(0.4502, -0.0821, -0.4553, -0.4783, -0.1703)",[ 2.8986 -1.7687  0.25  ]
"(0.4493, -0.0876, -0.4594, -0.4807, -0.0768)",[ 3.0466 -1.5323  0.25  ]
"(0.2631, -0.0936, -0.4645, -0.486, -0.0831)",[ 2.9691 -1.6136  0.25  ]
"(0.2617, 0.4346, -0.4548, -0.4769, -0.0727)",[ 3.5035 -0.444   0.25  ]
"(0.2598, 0.4334, -0.4583, -0.4796, 0.3442)",[3.4156 0.856  0.25  ]
"(0.2134, 0.4257, -0.4639, -0.4828, 0.3356)",[3.4186 0.827  0.25  ]
"(0.2165, 0.4327, -0.4559, -0.1813, 0.3421)",[3.394  1.1892 0.25  ]
"(0.208, -0.226, -0.4663, -0.1838, 0.3311)",[ 3.4952 -0.4202  0.25  ]
"(0.2563, -0.213, -0.4536, -0.1754, 0.347)",[ 3.508  -0.3666  0.25  ]
"(0.2622, -0.2172, 0.4007, -0.1771, 0.3424)",[3.4408 1.1723 0.25  ]
"(0.2622, -0.2186, 0.4018, -0.0432, 0.3412)",[3.3634 1.3113 0.25  ]
"(-0.425, -0.2234, 0.3962, -0.0445, 0.3368)",[3.4947 1.     0.25  ]
"(-0.2361, -0.2183, 0.4021, -0.0368, 0.3414)",[3.4658 1.1268 0.25  ]
"(-0.2364, -0.2238, 0.3953, -0.4512, 0.3368)",[3.559  0.6286 0.25  ]
"(-0.2286, -0.3228, 0.3974, -0.4504, 0.3355)",[3.5849 0.3999 0.25  ]
