%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.position0,field.position1,field.position2,field.position3,field.position4,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.effort0,field.effort1,field.effort2,field.effort3,field.effort4
223691000000,11166,223691000000,,end,joint2,joint4,joint6,motortom2m,-3.604156972869532e-10,6.292522058970462e-10,5.98100236004484e-10,-5.203881769944019e-10,5.97718319284013e-10,1.2120805280647978e-12,-7.161264014187483e-13,-2.7691403703180465e-13,1.7132349768277763e-13,-9.364633496025695e-13,0.0,0.0,0.0,0.0,0.0
223711000000,11167,223711000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292522058970462e-10,5.98100236004484e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805283228743e-12,-7.161264009752058e-13,-2.7691403660804907e-13,1.7132349805344441e-13,-9.364633491829715e-13,0.0,0.0,0.0,0.0,0.0
223731000000,11168,223731000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203881769944019e-10,5.97718319284013e-10,1.2120805283215063e-12,-7.161264009769038e-13,-2.7691403661000817e-13,1.7132349805145442e-13,-9.364633491842112e-13,0.0,0.0,0.0,0.0,0.0
223751000000,11169,223751000000,,end,joint2,joint4,joint6,motortom2m,-3.604156972869532e-10,6.292522058970462e-10,5.981020123613234e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805293391247e-12,-7.16126399225549e-13,-2.769140349376711e-13,1.7132349951357854e-13,-9.364633475262592e-13,0.0,0.0,0.0,0.0,0.0
223771000000,11170,223771000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292504295402068e-10,5.981020123613234e-10,-5.203872888159822e-10,5.977165429271736e-10,1.212080528574796e-12,-7.161264005412458e-13,-2.769140361938616e-13,1.7132349841535835e-13,-9.364633487718783e-13,0.0,0.0,0.0,0.0,0.0
223791000000,11171,223791000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292504295402068e-10,5.981020123613234e-10,-5.203881769944019e-10,5.97718319284013e-10,1.2120805275578397e-12,-7.161264022917219e-13,-2.769140378651954e-13,1.713234969541949e-13,-9.36463350429138e-13,0.0,0.0,0.0,0.0,0.0
223811000000,11172,223811000000,,end,joint2,joint4,joint6,motortom2m,-3.604156972869532e-10,6.292504295402068e-10,5.981020123613234e-10,-5.203881769944019e-10,5.977165429271736e-10,1.2120805290822455e-12,-7.161263996677099e-13,-2.76914035359738e-13,1.713234991445841e-13,-9.364633479448635e-13,0.0,0.0,0.0,0.0,0.0
223831000000,11173,223831000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292504295402068e-10,5.981020123613234e-10,-5.203881769944019e-10,5.97718319284013e-10,1.212080528319298e-12,-7.161264009808904e-13,-2.7691403661355903e-13,1.7132349804841206e-13,-9.364633491880672e-13,0.0,0.0,0.0,0.0,0.0
223851000000,11174,223851000000,,end,joint2,joint4,joint6,motortom2m,-3.604165854653729e-10,6.292504295402068e-10,5.981020123613234e-10,-5.203881769944019e-10,5.977165429271736e-10,1.212080529082132e-12,-7.161263996680001e-13,-2.76914035359903e-13,1.7132349914447686e-13,-9.3646334794524e-13,0.0,0.0,0.0,0.0,0.0
223871000000,11175,223871000000,,end,joint2,joint4,joint6,motortom2m,-3.604156972869532e-10,6.292504295402068e-10,5.98100236004484e-10,-5.203881769944019e-10,5.97718319284013e-10,1.2120805283199206e-12,-7.161264009799484e-13,-2.769140366125378e-13,1.7132349804935294e-13,-9.364633491872843e-13,0.0,0.0,0.0,0.0,0.0
